Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,Email,ProductExpiryDate,invoice,stock_code,description,quantity,invoice_date,price,country,email,product_expiry_date,customer_id,is_cancelled,revenue
540275,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,44,2011-01-29 15:16:00,2.29,10015,United Kingdom,customer_10015@example.com,,540275,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,44,2011-01-29 15:16:00,2.29,United Kingdom,customer_10015@example.com,,10015,False,100.76
540275,22386,JUMBO BAG PINK POLKADOT,15,2011-01-29 15:16:00,2.18,10015,United Kingdom,customer_10015@example.com,,540275,22386,JUMBO BAG PINK POLKADOT,15,2011-01-29 15:16:00,2.18,United Kingdom,customer_10015@example.com,,10015,False,32.7
540275,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,23,2011-01-29 15:16:00,0.28,10015,United Kingdom,customer_10015@example.com,,540275,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,23,2011-01-29 15:16:00,0.28,United Kingdom,customer_10015@example.com,,10015,False,6.44
540275,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-01-29 15:16:00,3.1,10015,United Kingdom,customer_10015@example.com,,540275,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-01-29 15:16:00,3.1,United Kingdom,customer_10015@example.com,,10015,False,24.8
540369,22086,PAPER CHAIN KIT 50'S CHRISTMAS,36,2011-01-30 09:10:00,2.8,10023,United Kingdom,customer_10023@example.com,,540369,22086,PAPER CHAIN KIT 50'S CHRISTMAS,36,2011-01-30 09:10:00,2.8,United Kingdom,customer_10023@example.com,,10023,False,100.8
540369,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2011-01-30 09:10:00,2.81,10023,United Kingdom,customer_10023@example.com,2011-07-20,540369,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2011-01-30 09:10:00,2.81,United Kingdom,customer_10023@example.com,2011-07-20,10023,False,92.73
540369,21034,REX CASH+CARRY JUMBO SHOPPER,10,2011-01-30 09:10:00,0.85,10023,United Kingdom,customer_10023@example.com,,540369,21034,REX CASH+CARRY JUMBO SHOPPER,10,2011-01-30 09:10:00,0.85,United Kingdom,customer_10023@example.com,,10023,False,8.5
540369,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2011-01-30 09:10:00,1.69,10023,United Kingdom,customer_10023@example.com,2011-08-15,540369,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2011-01-30 09:10:00,1.69,United Kingdom,customer_10023@example.com,2011-08-15,10023,False,33.8
540320,22197,POPCORN HOLDER,45,2011-01-30 09:57:00,0.85,10018,France,customer_10018@example.com,2011-07-10,540320,22197,POPCORN HOLDER,45,2011-01-30 09:57:00,0.85,France,customer_10018@example.com,2011-07-10,10018,False,38.25
540320,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,12,2011-01-30 09:57:00,0.3,10018,France,customer_10018@example.com,,540320,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,12,2011-01-30 09:57:00,0.3,France,customer_10018@example.com,,10018,False,3.5999999999999996
540516,22699,ROSES REGENCY TEACUP AND SAUCER,12,2011-01-30 11:36:00,2.95,10044,United Kingdom,customer_10044@example.com,,540516,22699,ROSES REGENCY TEACUP AND SAUCER,12,2011-01-30 11:36:00,2.95,United Kingdom,customer_10044@example.com,,10044,False,35.400000000000006
540687,22178,VICTORIAN GLASS HANGING T-LIGHT,2,2011-01-30 13:11:00,1.31,10091,Germany,customer_10091@example.com,2011-07-28,540687,22178,VICTORIAN GLASS HANGING T-LIGHT,2,2011-01-30 13:11:00,1.31,Germany,customer_10091@example.com,2011-07-28,10091,False,2.62
540406,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-01-30 13:52:00,1.31,10027,United Kingdom,customer_10027@example.com,2011-07-28,540406,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-01-30 13:52:00,1.31,United Kingdom,customer_10027@example.com,2011-07-28,10027,False,15.72
540406,21733,RED HANGING HEART T-LIGHT HOLDER,30,2011-01-30 13:52:00,2.8,10027,United Kingdom,customer_10027@example.com,2011-07-22,540406,21733,RED HANGING HEART T-LIGHT HOLDER,30,2011-01-30 13:52:00,2.8,United Kingdom,customer_10027@example.com,2011-07-22,10027,False,84.0
540406,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2011-01-30 13:52:00,2.68,10027,United Kingdom,customer_10027@example.com,2011-07-20,540406,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2011-01-30 13:52:00,2.68,United Kingdom,customer_10027@example.com,2011-07-20,10027,False,56.28
540406,20725,LUNCH BAG RED RETROSPOT,18,2011-01-30 13:52:00,1.48,10027,United Kingdom,customer_10027@example.com,2011-07-30,540406,20725,LUNCH BAG RED RETROSPOT,18,2011-01-30 13:52:00,1.48,United Kingdom,customer_10027@example.com,2011-07-30,10027,False,26.64
540072,21212,PACK OF 72 RETROSPOT CAKE CASES,43,2011-01-31 09:08:00,0.52,10005,United Kingdom,customer_10005@example.com,2011-07-18,540072,21212,PACK OF 72 RETROSPOT CAKE CASES,43,2011-01-31 09:08:00,0.52,United Kingdom,customer_10005@example.com,2011-07-18,10005,False,22.36
540057,22697,GREEN REGENCY TEACUP AND SAUCER,8,2011-01-31 10:28:00,2.66,10004,United Kingdom,customer_10004@example.com,,540057,22697,GREEN REGENCY TEACUP AND SAUCER,8,2011-01-31 10:28:00,2.66,United Kingdom,customer_10004@example.com,,10004,False,21.28
540057,22383,LUNCH BAG SUKI DESIGN,9,2011-01-31 10:28:00,1.65,10004,United Kingdom,customer_10004@example.com,2011-07-25,540057,22383,LUNCH BAG SUKI DESIGN,9,2011-01-31 10:28:00,1.65,United Kingdom,customer_10004@example.com,2011-07-25,10004,False,14.85
540321,21034,REX CASH+CARRY JUMBO SHOPPER,13,2011-01-31 10:59:00,1.04,10018,France,customer_10018@example.com,,540321,21034,REX CASH+CARRY JUMBO SHOPPER,13,2011-01-31 10:59:00,1.04,France,customer_10018@example.com,,10018,False,13.52
540321,21733,RED HANGING HEART T-LIGHT HOLDER,46,2011-01-31 10:59:00,2.66,10018,France,customer_10018@example.com,2011-07-22,540321,21733,RED HANGING HEART T-LIGHT HOLDER,46,2011-01-31 10:59:00,2.66,France,customer_10018@example.com,2011-07-22,10018,False,122.36000000000001
540321,22666,RECIPE BOX PANTRY DESIGN,32,2011-01-31 10:59:00,2.66,10018,France,customer_10018@example.com,,540321,22666,RECIPE BOX PANTRY DESIGN,32,2011-01-31 10:59:00,2.66,France,customer_10018@example.com,,10018,False,85.12
540321,85099B,JUMBO BAG RED RETROSPOT,27,2011-01-31 10:59:00,1.98,10018,France,customer_10018@example.com,,540321,85099B,JUMBO BAG RED RETROSPOT,27,2011-01-31 10:59:00,1.98,France,customer_10018@example.com,,10018,False,53.46
540210,22666,RECIPE BOX PANTRY DESIGN,28,2011-01-31 12:19:00,2.95,10012,United Kingdom,customer_10012@example.com,,540210,22666,RECIPE BOX PANTRY DESIGN,28,2011-01-31 12:19:00,2.95,United Kingdom,customer_10012@example.com,,10012,False,82.60000000000001
540234,21754,HOME BUILDING BLOCK WORD,20,2011-01-31 14:24:00,6.25,10013,United Kingdom,customer_10013@example.com,,540234,21754,HOME BUILDING BLOCK WORD,20,2011-01-31 14:24:00,6.25,United Kingdom,customer_10013@example.com,,10013,False,125.0
540234,47566,PARTY BUNTING,41,2011-01-31 14:24:00,4.46,10013,United Kingdom,customer_10013@example.com,,540234,47566,PARTY BUNTING,41,2011-01-31 14:24:00,4.46,United Kingdom,customer_10013@example.com,,10013,False,182.85999999999999
540346,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2011-01-31 14:27:00,2.42,10021,United Kingdom,customer_10021@example.com,2011-07-20,540346,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2011-01-31 14:27:00,2.42,United Kingdom,customer_10021@example.com,2011-07-20,10021,False,48.4
540346,22720,SET OF 3 CAKE TINS PANTRY DESIGN,23,2011-01-31 14:27:00,5.2,10021,United Kingdom,customer_10021@example.com,,540346,22720,SET OF 3 CAKE TINS PANTRY DESIGN,23,2011-01-31 14:27:00,5.2,United Kingdom,customer_10021@example.com,,10021,False,119.60000000000001
540673,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-01-31 14:38:00,0.85,10082,United Kingdom,customer_10082@example.com,,540673,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-01-31 14:38:00,0.85,United Kingdom,customer_10082@example.com,,10082,False,0.85
540673,22697,GREEN REGENCY TEACUP AND SAUCER,7,2011-01-31 14:38:00,3.25,10082,United Kingdom,customer_10082@example.com,,540673,22697,GREEN REGENCY TEACUP AND SAUCER,7,2011-01-31 14:38:00,3.25,United Kingdom,customer_10082@example.com,,10082,False,22.75
540673,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,9,2011-01-31 14:38:00,2.08,10082,United Kingdom,customer_10082@example.com,,540673,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,9,2011-01-31 14:38:00,2.08,United Kingdom,customer_10082@example.com,,10082,False,18.72
540003,21754,HOME BUILDING BLOCK WORD,17,2011-01-31 15:39:00,5.65,10001,United Kingdom,customer_10001@example.com,,540003,21754,HOME BUILDING BLOCK WORD,17,2011-01-31 15:39:00,5.65,United Kingdom,customer_10001@example.com,,10001,False,96.05000000000001
540003,20727,LUNCH BAG BLACK SKULL.,7,2011-01-31 15:39:00,1.73,10001,United Kingdom,customer_10001@example.com,2011-08-05,540003,20727,LUNCH BAG BLACK SKULL.,7,2011-01-31 15:39:00,1.73,United Kingdom,customer_10001@example.com,2011-08-05,10001,False,12.11
540332,85099B,JUMBO BAG RED RETROSPOT,24,2011-02-01 10:22:00,2.08,10019,United Kingdom,customer_10019@example.com,,540332,85099B,JUMBO BAG RED RETROSPOT,24,2011-02-01 10:22:00,2.08,United Kingdom,customer_10019@example.com,,10019,False,49.92
540332,22722,SET OF 6 SPICE TINS PANTRY DESIGN,27,2011-02-01 10:22:00,3.95,10019,United Kingdom,customer_10019@example.com,2011-09-01,540332,22722,SET OF 6 SPICE TINS PANTRY DESIGN,27,2011-02-01 10:22:00,3.95,United Kingdom,customer_10019@example.com,2011-09-01,10019,False,106.65
540407,21754,HOME BUILDING BLOCK WORD,13,2011-02-01 12:30:00,6.55,10027,United Kingdom,customer_10027@example.com,,540407,21754,HOME BUILDING BLOCK WORD,13,2011-02-01 12:30:00,6.55,United Kingdom,customer_10027@example.com,,10027,False,85.14999999999999
540407,22699,ROSES REGENCY TEACUP AND SAUCER,46,2011-02-01 12:30:00,2.8,10027,United Kingdom,customer_10027@example.com,,540407,22699,ROSES REGENCY TEACUP AND SAUCER,46,2011-02-01 12:30:00,2.8,United Kingdom,customer_10027@example.com,,10027,False,128.79999999999998
540407,22383,LUNCH BAG SUKI DESIGN,41,2011-02-01 12:30:00,1.48,10027,United Kingdom,customer_10027@example.com,2011-07-25,540407,22383,LUNCH BAG SUKI DESIGN,41,2011-02-01 12:30:00,1.48,United Kingdom,customer_10027@example.com,2011-07-25,10027,False,60.68
540407,22720,SET OF 3 CAKE TINS PANTRY DESIGN,36,2011-02-01 12:30:00,4.95,10027,United Kingdom,customer_10027@example.com,,540407,22720,SET OF 3 CAKE TINS PANTRY DESIGN,36,2011-02-01 12:30:00,4.95,United Kingdom,customer_10027@example.com,,10027,False,178.20000000000002
540401,82482,WOODEN PICTURE FRAME WHITE FINISH,23,2011-02-01 13:18:00,2.68,10026,United Kingdom,customer_10026@example.com,,540401,82482,WOODEN PICTURE FRAME WHITE FINISH,23,2011-02-01 13:18:00,2.68,United Kingdom,customer_10026@example.com,,10026,False,61.64
540401,85099B,JUMBO BAG RED RETROSPOT,45,2011-02-01 13:18:00,2.18,10026,United Kingdom,customer_10026@example.com,,540401,85099B,JUMBO BAG RED RETROSPOT,45,2011-02-01 13:18:00,2.18,United Kingdom,customer_10026@example.com,,10026,False,98.10000000000001
540401,21034,REX CASH+CARRY JUMBO SHOPPER,17,2011-02-01 13:18:00,0.85,10026,United Kingdom,customer_10026@example.com,,540401,21034,REX CASH+CARRY JUMBO SHOPPER,17,2011-02-01 13:18:00,0.85,United Kingdom,customer_10026@example.com,,10026,False,14.45
540401,20728,LUNCH BAG CARS BLUE,24,2011-02-01 13:18:00,1.57,10026,United Kingdom,customer_10026@example.com,2011-08-01,540401,20728,LUNCH BAG CARS BLUE,24,2011-02-01 13:18:00,1.57,United Kingdom,customer_10026@example.com,2011-08-01,10026,False,37.68
540401,22961,JAM MAKING SET PRINTED,46,2011-02-01 13:18:00,1.3,10026,United Kingdom,customer_10026@example.com,2011-08-25,540401,22961,JAM MAKING SET PRINTED,46,2011-02-01 13:18:00,1.3,United Kingdom,customer_10026@example.com,2011-08-25,10026,False,59.800000000000004
540674,22197,POPCORN HOLDER,1,2011-02-01 15:42:00,0.94,10082,United Kingdom,customer_10082@example.com,2011-07-10,540674,22197,POPCORN HOLDER,1,2011-02-01 15:42:00,0.94,United Kingdom,customer_10082@example.com,2011-07-10,10082,False,0.94
540674,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,2011-02-01 15:42:00,4.35,10082,United Kingdom,customer_10082@example.com,2011-09-01,540674,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,2011-02-01 15:42:00,4.35,United Kingdom,customer_10082@example.com,2011-09-01,10082,False,13.049999999999999
540671,22697,GREEN REGENCY TEACUP AND SAUCER,12,2011-02-01 15:43:00,3.1,10080,United Kingdom,customer_10080@example.com,,540671,22697,GREEN REGENCY TEACUP AND SAUCER,12,2011-02-01 15:43:00,3.1,United Kingdom,customer_10080@example.com,,10080,False,37.2
540670,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,6,2011-02-01 16:05:00,0.28,10080,United Kingdom,customer_10080@example.com,,540670,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,6,2011-02-01 16:05:00,0.28,United Kingdom,customer_10080@example.com,,10080,False,1.6800000000000002
540413,22666,RECIPE BOX PANTRY DESIGN,10,2011-02-01 17:22:00,2.8,10028,United Kingdom,customer_10028@example.com,,540413,22666,RECIPE BOX PANTRY DESIGN,10,2011-02-01 17:22:00,2.8,United Kingdom,customer_10028@example.com,,10028,False,28.0
540413,22698,PINK REGENCY TEACUP AND SAUCER,41,2011-02-01 17:22:00,3.25,10028,United Kingdom,customer_10028@example.com,,540413,22698,PINK REGENCY TEACUP AND SAUCER,41,2011-02-01 17:22:00,3.25,United Kingdom,customer_10028@example.com,,10028,False,133.25
540413,20728,LUNCH BAG CARS BLUE,15,2011-02-01 17:22:00,1.81,10028,United Kingdom,customer_10028@example.com,2011-08-01,540413,20728,LUNCH BAG CARS BLUE,15,2011-02-01 17:22:00,1.81,United Kingdom,customer_10028@example.com,2011-08-01,10028,False,27.150000000000002
540414,22178,VICTORIAN GLASS HANGING T-LIGHT,29,2011-02-02 13:34:00,1.38,10028,United Kingdom,customer_10028@example.com,2011-07-28,540414,22178,VICTORIAN GLASS HANGING T-LIGHT,29,2011-02-02 13:34:00,1.38,United Kingdom,customer_10028@example.com,2011-07-28,10028,False,40.019999999999996
540414,22666,RECIPE BOX PANTRY DESIGN,30,2011-02-02 13:34:00,3.25,10028,United Kingdom,customer_10028@example.com,,540414,22666,RECIPE BOX PANTRY DESIGN,30,2011-02-02 13:34:00,3.25,United Kingdom,customer_10028@example.com,,10028,False,97.5
540414,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-02-02 13:34:00,2.42,10028,United Kingdom,customer_10028@example.com,2011-07-20,540414,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-02-02 13:34:00,2.42,United Kingdom,customer_10028@example.com,2011-07-20,10028,False,16.939999999999998
540004,21034,REX CASH+CARRY JUMBO SHOPPER,23,2011-02-02 14:50:00,0.9,10001,United Kingdom,customer_10001@example.com,,540004,21034,REX CASH+CARRY JUMBO SHOPPER,23,2011-02-02 14:50:00,0.9,United Kingdom,customer_10001@example.com,,10001,False,20.7
540004,22698,PINK REGENCY TEACUP AND SAUCER,20,2011-02-02 14:50:00,3.1,10001,United Kingdom,customer_10001@example.com,,540004,22698,PINK REGENCY TEACUP AND SAUCER,20,2011-02-02 14:50:00,3.1,United Kingdom,customer_10001@example.com,,10001,False,62.0
540004,82482,WOODEN PICTURE FRAME WHITE FINISH,8,2011-02-02 14:50:00,2.68,10001,United Kingdom,customer_10001@example.com,,540004,82482,WOODEN PICTURE FRAME WHITE FINISH,8,2011-02-02 14:50:00,2.68,United Kingdom,customer_10001@example.com,,10001,False,21.44
540004,22699,ROSES REGENCY TEACUP AND SAUCER,12,2011-02-02 14:50:00,2.8,10001,United Kingdom,customer_10001@example.com,,540004,22699,ROSES REGENCY TEACUP AND SAUCER,12,2011-02-02 14:50:00,2.8,United Kingdom,customer_10001@example.com,,10001,False,33.599999999999994
540333,22178,VICTORIAN GLASS HANGING T-LIGHT,47,2011-02-02 17:30:00,1.19,10019,United Kingdom,customer_10019@example.com,2011-07-28,540333,22178,VICTORIAN GLASS HANGING T-LIGHT,47,2011-02-02 17:30:00,1.19,United Kingdom,customer_10019@example.com,2011-07-28,10019,False,55.93
540333,21733,RED HANGING HEART T-LIGHT HOLDER,34,2011-02-02 17:30:00,2.95,10019,United Kingdom,customer_10019@example.com,2011-07-22,540333,21733,RED HANGING HEART T-LIGHT HOLDER,34,2011-02-02 17:30:00,2.95,United Kingdom,customer_10019@example.com,2011-07-22,10019,False,100.30000000000001
540333,20725,LUNCH BAG RED RETROSPOT,30,2011-02-02 17:30:00,1.65,10019,United Kingdom,customer_10019@example.com,2011-07-30,540333,20725,LUNCH BAG RED RETROSPOT,30,2011-02-02 17:30:00,1.65,United Kingdom,customer_10019@example.com,2011-07-30,10019,False,49.5
540333,22086,PAPER CHAIN KIT 50'S CHRISTMAS,45,2011-02-02 17:30:00,3.25,10019,United Kingdom,customer_10019@example.com,,540333,22086,PAPER CHAIN KIT 50'S CHRISTMAS,45,2011-02-02 17:30:00,3.25,United Kingdom,customer_10019@example.com,,10019,False,146.25
540333,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-02-02 17:30:00,2.42,10019,United Kingdom,customer_10019@example.com,2011-07-20,540333,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-02-02 17:30:00,2.42,United Kingdom,customer_10019@example.com,2011-07-20,10019,False,19.36
540461,22961,JAM MAKING SET PRINTED,5,2011-02-03 11:11:00,1.52,10035,United Kingdom,customer_10035@example.com,2011-08-25,540461,22961,JAM MAKING SET PRINTED,5,2011-02-03 11:11:00,1.52,United Kingdom,customer_10035@example.com,2011-08-25,10035,False,7.6
540461,22423,REGENCY CAKESTAND 3 TIER,12,2011-02-03 11:11:00,12.75,10035,United Kingdom,customer_10035@example.com,,540461,22423,REGENCY CAKESTAND 3 TIER,12,2011-02-03 11:11:00,12.75,United Kingdom,customer_10035@example.com,,10035,False,153.0
540461,22383,LUNCH BAG SUKI DESIGN,2,2011-02-03 11:11:00,1.57,10035,United Kingdom,customer_10035@example.com,2011-07-25,540461,22383,LUNCH BAG SUKI DESIGN,2,2011-02-03 11:11:00,1.57,United Kingdom,customer_10035@example.com,2011-07-25,10035,False,3.14
540073,22197,POPCORN HOLDER,39,2011-02-03 11:16:00,0.89,10005,United Kingdom,customer_10005@example.com,2011-07-10,540073,22197,POPCORN HOLDER,39,2011-02-03 11:16:00,0.89,United Kingdom,customer_10005@example.com,2011-07-10,10005,False,34.71
540091,47566,PARTY BUNTING,35,2011-02-03 11:48:00,5.2,10006,United Kingdom,customer_10006@example.com,,540091,47566,PARTY BUNTING,35,2011-02-03 11:48:00,5.2,United Kingdom,customer_10006@example.com,,10006,False,182.0
540408,82482,WOODEN PICTURE FRAME WHITE FINISH,13,2011-02-03 12:23:00,2.42,10027,United Kingdom,customer_10027@example.com,,540408,82482,WOODEN PICTURE FRAME WHITE FINISH,13,2011-02-03 12:23:00,2.42,United Kingdom,customer_10027@example.com,,10027,False,31.46
540706,22138,BAKING SET 9 PIECE RETROSPOT,7,2011-02-03 12:45:00,4.46,10098,United Kingdom,customer_10098@example.com,2011-08-10,540706,22138,BAKING SET 9 PIECE RETROSPOT,7,2011-02-03 12:45:00,4.46,United Kingdom,customer_10098@example.com,2011-08-10,10098,False,31.22
540276,22697,GREEN REGENCY TEACUP AND SAUCER,27,2011-02-03 15:02:00,2.66,10015,United Kingdom,customer_10015@example.com,,540276,22697,GREEN REGENCY TEACUP AND SAUCER,27,2011-02-03 15:02:00,2.66,United Kingdom,customer_10015@example.com,,10015,False,71.82000000000001
540276,22720,SET OF 3 CAKE TINS PANTRY DESIGN,29,2011-02-03 15:02:00,4.95,10015,United Kingdom,customer_10015@example.com,,540276,22720,SET OF 3 CAKE TINS PANTRY DESIGN,29,2011-02-03 15:02:00,4.95,United Kingdom,customer_10015@example.com,,10015,False,143.55
540276,20727,LUNCH BAG BLACK SKULL.,25,2011-02-03 15:02:00,1.65,10015,United Kingdom,customer_10015@example.com,2011-08-05,540276,20727,LUNCH BAG BLACK SKULL.,25,2011-02-03 15:02:00,1.65,United Kingdom,customer_10015@example.com,2011-08-05,10015,False,41.25
540276,22722,SET OF 6 SPICE TINS PANTRY DESIGN,36,2011-02-03 15:02:00,3.56,10015,United Kingdom,customer_10015@example.com,2011-09-01,540276,22722,SET OF 6 SPICE TINS PANTRY DESIGN,36,2011-02-03 15:02:00,3.56,United Kingdom,customer_10015@example.com,2011-09-01,10015,False,128.16
540304,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,47,2011-02-04 09:24:00,1.87,10016,United Kingdom,customer_10016@example.com,,540304,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,47,2011-02-04 09:24:00,1.87,United Kingdom,customer_10016@example.com,,10016,False,87.89
540304,21931,JUMBO STORAGE BAG SUKI,48,2011-02-04 09:24:00,1.87,10016,United Kingdom,customer_10016@example.com,,540304,21931,JUMBO STORAGE BAG SUKI,48,2011-02-04 09:24:00,1.87,United Kingdom,customer_10016@example.com,,10016,False,89.76
540304,22178,VICTORIAN GLASS HANGING T-LIGHT,44,2011-02-04 09:24:00,1.12,10016,United Kingdom,customer_10016@example.com,2011-07-28,540304,22178,VICTORIAN GLASS HANGING T-LIGHT,44,2011-02-04 09:24:00,1.12,United Kingdom,customer_10016@example.com,2011-07-28,10016,False,49.28
540512,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-02-04 11:46:00,2.81,10043,United Kingdom,customer_10043@example.com,,540512,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-02-04 11:46:00,2.81,United Kingdom,customer_10043@example.com,,10043,False,5.62
540512,22138,BAKING SET 9 PIECE RETROSPOT,8,2011-02-04 11:46:00,4.95,10043,United Kingdom,customer_10043@example.com,2011-08-10,540512,22138,BAKING SET 9 PIECE RETROSPOT,8,2011-02-04 11:46:00,4.95,United Kingdom,customer_10043@example.com,2011-08-10,10043,False,39.6
540512,22178,VICTORIAN GLASS HANGING T-LIGHT,10,2011-02-04 11:46:00,1.38,10043,United Kingdom,customer_10043@example.com,2011-07-28,540512,22178,VICTORIAN GLASS HANGING T-LIGHT,10,2011-02-04 11:46:00,1.38,United Kingdom,customer_10043@example.com,2011-07-28,10043,False,13.799999999999999
540672,21931,JUMBO STORAGE BAG SUKI,1,2011-02-04 13:04:00,1.87,10081,United Kingdom,customer_10081@example.com,,540672,21931,JUMBO STORAGE BAG SUKI,1,2011-02-04 13:04:00,1.87,United Kingdom,customer_10081@example.com,,10081,False,1.87
540686,22698,PINK REGENCY TEACUP AND SAUCER,9,2011-02-04 13:20:00,2.66,10090,United Kingdom,customer_10090@example.com,,540686,22698,PINK REGENCY TEACUP AND SAUCER,9,2011-02-04 13:20:00,2.66,United Kingdom,customer_10090@example.com,,10090,False,23.94
540675,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2011-02-04 16:08:00,5.45,10083,United Kingdom,customer_10083@example.com,,540675,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2011-02-04 16:08:00,5.45,United Kingdom,customer_10083@example.com,,10083,False,38.15
540402,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-02-04 16:12:00,2.81,10026,United Kingdom,customer_10026@example.com,2011-07-20,540402,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-02-04 16:12:00,2.81,United Kingdom,customer_10026@example.com,2011-07-20,10026,False,19.67
540402,22197,POPCORN HOLDER,12,2011-02-04 16:12:00,0.81,10026,United Kingdom,customer_10026@example.com,2011-07-10,540402,22197,POPCORN HOLDER,12,2011-02-04 16:12:00,0.81,United Kingdom,customer_10026@example.com,2011-07-10,10026,False,9.72
540402,22423,REGENCY CAKESTAND 3 TIER,23,2011-02-04 16:12:00,12.75,10026,United Kingdom,customer_10026@example.com,,540402,22423,REGENCY CAKESTAND 3 TIER,23,2011-02-04 16:12:00,12.75,United Kingdom,customer_10026@example.com,,10026,False,293.25
540153,21754,HOME BUILDING BLOCK WORD,38,2011-02-04 17:45:00,6.55,10009,United Kingdom,customer_10009@example.com,,540153,21754,HOME BUILDING BLOCK WORD,38,2011-02-04 17:45:00,6.55,United Kingdom,customer_10009@example.com,,10009,False,248.9
540153,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-02-04 17:45:00,1.52,10009,United Kingdom,customer_10009@example.com,2011-08-15,540153,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-02-04 17:45:00,1.52,United Kingdom,customer_10009@example.com,2011-08-15,10009,False,13.68
540153,22386,JUMBO BAG PINK POLKADOT,42,2011-02-04 17:45:00,1.98,10009,United Kingdom,customer_10009@example.com,,540153,22386,JUMBO BAG PINK POLKADOT,42,2011-02-04 17:45:00,1.98,United Kingdom,customer_10009@example.com,,10009,False,83.16
540305,22961,JAM MAKING SET PRINTED,30,2011-02-05 09:44:00,1.52,10016,United Kingdom,customer_10016@example.com,2011-08-25,540305,22961,JAM MAKING SET PRINTED,30,2011-02-05 09:44:00,1.52,United Kingdom,customer_10016@example.com,2011-08-25,10016,False,45.6
540521,21733,RED HANGING HEART T-LIGHT HOLDER,7,2011-02-05 11:38:00,3.1,10045,United Kingdom,customer_10045@example.com,2011-07-22,540521,21733,RED HANGING HEART T-LIGHT HOLDER,7,2011-02-05 11:38:00,3.1,United Kingdom,customer_10045@example.com,2011-07-22,10045,False,21.7
540309,20727,LUNCH BAG BLACK SKULL.,48,2011-02-05 12:44:00,1.81,10017,United Kingdom,customer_10017@example.com,2011-08-05,540309,20727,LUNCH BAG BLACK SKULL.,48,2011-02-05 12:44:00,1.81,United Kingdom,customer_10017@example.com,2011-08-05,10017,False,86.88
540309,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2011-02-05 12:44:00,2.68,10017,United Kingdom,customer_10017@example.com,2011-07-20,540309,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2011-02-05 12:44:00,2.68,United Kingdom,customer_10017@example.com,2011-07-20,10017,False,40.2
540309,22720,SET OF 3 CAKE TINS PANTRY DESIGN,13,2011-02-05 12:44:00,4.46,10017,United Kingdom,customer_10017@example.com,,540309,22720,SET OF 3 CAKE TINS PANTRY DESIGN,13,2011-02-05 12:44:00,4.46,United Kingdom,customer_10017@example.com,,10017,False,57.98
540309,22699,ROSES REGENCY TEACUP AND SAUCER,38,2011-02-05 12:44:00,2.66,10017,United Kingdom,customer_10017@example.com,,540309,22699,ROSES REGENCY TEACUP AND SAUCER,38,2011-02-05 12:44:00,2.66,United Kingdom,customer_10017@example.com,,10017,False,101.08000000000001
