Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,Email,ExpiryWithinDays
540092,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,34,2011-02-10 16:43:00,2.18,10006,United Kingdom,customer_10006@example.com,
540092,22197,POPCORN HOLDER,38,2011-02-10 16:43:00,0.85,10006,United Kingdom,customer_10006@example.com,2
540704,20725,LUNCH BAG RED RETROSPOT,7,2011-02-11 09:21:00,1.73,10097,France,customer_10097@example.com,90
540454,22138,BAKING SET 9 PIECE RETROSPOT,7,2011-02-11 09:56:00,5.45,10034,United Kingdom,customer_10034@example.com,90
540559,85099B,JUMBO BAG RED RETROSPOT,7,2011-02-11 09:56:00,1.98,10052,United Kingdom,customer_10052@example.com,
540559,22197,POPCORN HOLDER,8,2011-02-11 09:56:00,0.94,10052,United Kingdom,customer_10052@example.com,2
540411,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-02-11 10:15:00,1.52,10027,United Kingdom,customer_10027@example.com,90
540411,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,27,2011-02-11 10:15:00,0.32,10027,United Kingdom,customer_10027@example.com,
540074,22178,VICTORIAN GLASS HANGING T-LIGHT,34,2011-02-11 10:30:00,1.12,10005,United Kingdom,customer_10005@example.com,-4
540074,21212,PACK OF 72 RETROSPOT CAKE CASES,20,2011-02-11 10:30:00,0.61,10005,United Kingdom,customer_10005@example.com,15
540074,22138,BAKING SET 9 PIECE RETROSPOT,8,2011-02-11 10:30:00,5.45,10005,United Kingdom,customer_10005@example.com,90
540074,22386,JUMBO BAG PINK POLKADOT,25,2011-02-11 10:30:00,2.29,10005,United Kingdom,customer_10005@example.com,
540390,21034,REX CASH+CARRY JUMBO SHOPPER,42,2011-02-11 11:55:00,1.04,10025,United Kingdom,customer_10025@example.com,
540390,22086,PAPER CHAIN KIT 50'S CHRISTMAS,32,2011-02-11 11:55:00,2.95,10025,United Kingdom,customer_10025@example.com,
540694,21931,JUMBO STORAGE BAG SUKI,1,2011-02-11 13:36:00,1.87,10093,United Kingdom,customer_10093@example.com,
540058,20727,LUNCH BAG BLACK SKULL.,42,2011-02-11 14:27:00,1.73,10004,United Kingdom,customer_10004@example.com,15
540058,22138,BAKING SET 9 PIECE RETROSPOT,16,2011-02-11 14:27:00,4.7,10004,United Kingdom,customer_10004@example.com,90
540703,82482,WOODEN PICTURE FRAME WHITE FINISH,10,2011-02-11 16:30:00,2.68,10096,United Kingdom,customer_10096@example.com,
540695,22666,RECIPE BOX PANTRY DESIGN,5,2011-02-11 17:27:00,2.95,10093,United Kingdom,customer_10093@example.com,
540695,20725,LUNCH BAG RED RETROSPOT,5,2011-02-11 17:27:00,1.81,10093,United Kingdom,customer_10093@example.com,90
540659,21733,RED HANGING HEART T-LIGHT HOLDER,8,2011-02-12 09:17:00,3.1,10076,Germany,customer_10076@example.com,90
540336,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2011-02-12 10:13:00,2.68,10019,United Kingdom,customer_10019@example.com,
540336,22699,ROSES REGENCY TEACUP AND SAUCER,40,2011-02-12 10:13:00,2.8,10019,United Kingdom,customer_10019@example.com,
540348,21733,RED HANGING HEART T-LIGHT HOLDER,46,2011-02-12 10:53:00,2.95,10021,United Kingdom,customer_10021@example.com,90
540348,82482,WOODEN PICTURE FRAME WHITE FINISH,18,2011-02-12 10:53:00,2.81,10021,United Kingdom,customer_10021@example.com,
540348,22197,POPCORN HOLDER,10,2011-02-12 10:53:00,0.77,10021,United Kingdom,customer_10021@example.com,2
540666,22197,POPCORN HOLDER,3,2011-02-12 15:38:00,0.85,10079,United Kingdom,customer_10079@example.com,2
540666,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-02-12 15:38:00,1.86,10079,United Kingdom,customer_10079@example.com,90
540005,82482,WOODEN PICTURE FRAME WHITE FINISH,31,2011-02-12 16:22:00,2.42,10001,United Kingdom,customer_10001@example.com,
540005,21034,REX CASH+CARRY JUMBO SHOPPER,48,2011-02-12 16:22:00,0.85,10001,United Kingdom,customer_10001@example.com,
540005,21733,RED HANGING HEART T-LIGHT HOLDER,20,2011-02-12 16:22:00,2.8,10001,United Kingdom,customer_10001@example.com,90
540513,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2011-02-12 16:40:00,1.69,10043,United Kingdom,customer_10043@example.com,90
540513,22699,ROSES REGENCY TEACUP AND SAUCER,10,2011-02-12 16:40:00,3.25,10043,United Kingdom,customer_10043@example.com,
540513,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-02-12 16:40:00,2.66,10043,United Kingdom,customer_10043@example.com,
540075,22960,JAM MAKING SET WITH JARS,10,2011-02-13 09:03:00,4.46,10005,United Kingdom,customer_10005@example.com,15
540075,82482,WOODEN PICTURE FRAME WHITE FINISH,37,2011-02-13 09:03:00,2.29,10005,United Kingdom,customer_10005@example.com,
540075,22961,JAM MAKING SET PRINTED,26,2011-02-13 09:03:00,1.3,10005,United Kingdom,customer_10005@example.com,-4
540075,22699,ROSES REGENCY TEACUP AND SAUCER,15,2011-02-13 09:03:00,3.25,10005,United Kingdom,customer_10005@example.com,
540391,22720,SET OF 3 CAKE TINS PANTRY DESIGN,26,2011-02-13 10:05:00,4.95,10025,United Kingdom,customer_10025@example.com,
540391,20727,LUNCH BAG BLACK SKULL.,23,2011-02-13 10:05:00,1.65,10025,United Kingdom,customer_10025@example.com,15
540365,20728,LUNCH BAG CARS BLUE,30,2011-02-13 10:18:00,1.48,10022,United Kingdom,customer_10022@example.com,15
540365,22961,JAM MAKING SET PRINTED,39,2011-02-13 10:18:00,1.3,10022,United Kingdom,customer_10022@example.com,-4
540365,22722,SET OF 6 SPICE TINS PANTRY DESIGN,6,2011-02-13 10:18:00,3.56,10022,United Kingdom,customer_10022@example.com,45
540365,85099B,JUMBO BAG RED RETROSPOT,26,2011-02-13 10:18:00,1.98,10022,United Kingdom,customer_10022@example.com,
540365,21931,JUMBO STORAGE BAG SUKI,39,2011-02-13 10:18:00,2.29,10022,United Kingdom,customer_10022@example.com,
540660,22138,BAKING SET 9 PIECE RETROSPOT,7,2011-02-13 11:44:00,4.95,10077,United Kingdom,customer_10077@example.com,90
540660,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2011-02-13 11:44:00,1.86,10077,United Kingdom,customer_10077@example.com,90
540607,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,5,2011-02-13 11:59:00,0.29,10064,United Kingdom,customer_10064@example.com,
540343,21034,REX CASH+CARRY JUMBO SHOPPER,35,2011-02-13 12:07:00,1.04,10020,United Kingdom,customer_10020@example.com,
540343,22699,ROSES REGENCY TEACUP AND SAUCER,9,2011-02-13 12:07:00,3.25,10020,United Kingdom,customer_10020@example.com,
540337,22698,PINK REGENCY TEACUP AND SAUCER,7,2011-02-13 15:41:00,2.8,10019,United Kingdom,customer_10019@example.com,
540093,22423,REGENCY CAKESTAND 3 TIER,24,2011-02-13 16:28:00,12.75,10006,United Kingdom,customer_10006@example.com,
540166,85099B,JUMBO BAG RED RETROSPOT,48,2011-02-14 09:55:00,2.29,10010,United Kingdom,customer_10010@example.com,
540366,22386,JUMBO BAG PINK POLKADOT,29,2011-02-14 10:09:00,2.29,10022,United Kingdom,customer_10022@example.com,
540366,82482,WOODEN PICTURE FRAME WHITE FINISH,19,2011-02-14 10:09:00,2.68,10022,United Kingdom,customer_10022@example.com,
540366,20728,LUNCH BAG CARS BLUE,23,2011-02-14 10:09:00,1.81,10022,United Kingdom,customer_10022@example.com,15
540366,22086,PAPER CHAIN KIT 50'S CHRISTMAS,33,2011-02-14 10:09:00,3.25,10022,United Kingdom,customer_10022@example.com,
540658,82482,WOODEN PICTURE FRAME WHITE FINISH,8,2011-02-14 12:19:00,2.42,10075,United Kingdom,customer_10075@example.com,
540662,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-02-14 13:20:00,1.61,10077,United Kingdom,customer_10077@example.com,90
540662,20725,LUNCH BAG RED RETROSPOT,10,2011-02-14 13:20:00,1.57,10077,United Kingdom,customer_10077@example.com,90
540662,47566,PARTY BUNTING,6,2011-02-14 13:20:00,5.2,10077,United Kingdom,customer_10077@example.com,
540661,22423,REGENCY CAKESTAND 3 TIER,1,2011-02-14 14:29:00,12.11,10077,United Kingdom,customer_10077@example.com,
540661,22178,VICTORIAN GLASS HANGING T-LIGHT,11,2011-02-14 14:29:00,1.31,10077,United Kingdom,customer_10077@example.com,-4
540661,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-02-14 14:29:00,2.42,10077,United Kingdom,customer_10077@example.com,25
540059,21754,HOME BUILDING BLOCK WORD,35,2011-02-14 15:39:00,5.65,10004,United Kingdom,customer_10004@example.com,
540059,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,15,2011-02-14 15:39:00,0.32,10004,United Kingdom,customer_10004@example.com,
540667,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-02-14 17:27:00,3.1,10079,United Kingdom,customer_10079@example.com,90
540667,22699,ROSES REGENCY TEACUP AND SAUCER,12,2011-02-14 17:27:00,2.8,10079,United Kingdom,customer_10079@example.com,
540349,21733,RED HANGING HEART T-LIGHT HOLDER,43,2011-02-14 17:40:00,3.25,10021,United Kingdom,customer_10021@example.com,90
540415,22699,ROSES REGENCY TEACUP AND SAUCER,30,2011-02-15 12:20:00,3.25,10028,United Kingdom,customer_10028@example.com,
540552,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-02-15 13:22:00,2.42,10051,EIRE,customer_10051@example.com,25
540552,21931,JUMBO STORAGE BAG SUKI,9,2011-02-15 13:22:00,1.87,10051,EIRE,customer_10051@example.com,
540306,22697,GREEN REGENCY TEACUP AND SAUCER,48,2011-02-15 13:30:00,3.1,10016,United Kingdom,customer_10016@example.com,
540306,85099B,JUMBO BAG RED RETROSPOT,25,2011-02-15 13:30:00,1.87,10016,United Kingdom,customer_10016@example.com,
540379,20725,LUNCH BAG RED RETROSPOT,48,2011-02-15 14:09:00,1.48,10024,EIRE,customer_10024@example.com,90
540580,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,2011-02-15 14:18:00,2.29,10057,United Kingdom,customer_10057@example.com,
540580,47566,PARTY BUNTING,12,2011-02-15 14:18:00,4.7,10057,United Kingdom,customer_10057@example.com,
540707,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-02-15 16:07:00,3.1,10099,United Kingdom,customer_10099@example.com,
540707,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,8,2011-02-15 16:07:00,2.08,10099,United Kingdom,customer_10099@example.com,
540525,22699,ROSES REGENCY TEACUP AND SAUCER,7,2011-02-15 16:24:00,2.95,10046,United Kingdom,customer_10046@example.com,
540525,22138,BAKING SET 9 PIECE RETROSPOT,11,2011-02-15 16:24:00,5.45,10046,United Kingdom,customer_10046@example.com,90
540525,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-02-15 16:24:00,4.46,10046,United Kingdom,customer_10046@example.com,
540191,85099B,JUMBO BAG RED RETROSPOT,48,2011-02-15 17:11:00,2.08,10011,United Kingdom,customer_10011@example.com,
540191,22697,GREEN REGENCY TEACUP AND SAUCER,21,2011-02-15 17:11:00,2.95,10011,United Kingdom,customer_10011@example.com,
540191,22666,RECIPE BOX PANTRY DESIGN,14,2011-02-15 17:11:00,3.1,10011,United Kingdom,customer_10011@example.com,
540191,22698,PINK REGENCY TEACUP AND SAUCER,32,2011-02-15 17:11:00,2.66,10011,United Kingdom,customer_10011@example.com,
540191,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-02-15 17:11:00,2.68,10011,United Kingdom,customer_10011@example.com,25
540474,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-02-16 09:07:00,2.8,10037,EIRE,customer_10037@example.com,
540474,22960,JAM MAKING SET WITH JARS,3,2011-02-16 09:07:00,3.83,10037,EIRE,customer_10037@example.com,15
540474,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2011-02-16 09:07:00,5.45,10037,EIRE,customer_10037@example.com,
540211,22178,VICTORIAN GLASS HANGING T-LIGHT,19,2011-02-16 10:28:00,1.19,10012,United Kingdom,customer_10012@example.com,-4
540372,47566,PARTY BUNTING,28,2011-02-16 12:02:00,5.2,10023,United Kingdom,customer_10023@example.com,
540372,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,23,2011-02-16 12:02:00,1.87,10023,United Kingdom,customer_10023@example.com,
540372,20727,LUNCH BAG BLACK SKULL.,16,2011-02-16 12:02:00,1.48,10023,United Kingdom,customer_10023@example.com,15
540372,22697,GREEN REGENCY TEACUP AND SAUCER,47,2011-02-16 12:02:00,2.8,10023,United Kingdom,customer_10023@example.com,
540372,22138,BAKING SET 9 PIECE RETROSPOT,29,2011-02-16 12:02:00,4.46,10023,United Kingdom,customer_10023@example.com,90
540708,20727,LUNCH BAG BLACK SKULL.,11,2011-02-16 12:30:00,1.81,10099,United Kingdom,customer_10099@example.com,15
540708,22666,RECIPE BOX PANTRY DESIGN,4,2011-02-16 12:30:00,3.25,10099,United Kingdom,customer_10099@example.com,
540435,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,12,2011-02-16 13:35:00,1.98,10031,United Kingdom,customer_10031@example.com,
540435,22698,PINK REGENCY TEACUP AND SAUCER,7,2011-02-16 13:35:00,2.66,10031,United Kingdom,customer_10031@example.com,
540192,22666,RECIPE BOX PANTRY DESIGN,38,2011-02-16 15:50:00,3.25,10011,United Kingdom,customer_10011@example.com,
540192,84879,ASSORTED COLOUR BIRD ORNAMENT,31,2011-02-16 15:50:00,1.86,10011,United Kingdom,customer_10011@example.com,90
540192,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,40,2011-02-16 15:50:00,2.18,10011,United Kingdom,customer_10011@example.com,
540192,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,29,2011-02-16 15:50:00,0.26,10011,United Kingdom,customer_10011@example.com,
540709,22698,PINK REGENCY TEACUP AND SAUCER,7,2011-02-16 16:08:00,3.1,10099,United Kingdom,customer_10099@example.com,
540709,22697,GREEN REGENCY TEACUP AND SAUCER,8,2011-02-16 16:08:00,2.95,10099,United Kingdom,customer_10099@example.com,
540193,20725,LUNCH BAG RED RETROSPOT,48,2011-02-16 17:38:00,1.57,10011,United Kingdom,customer_10011@example.com,90
540380,22423,REGENCY CAKESTAND 3 TIER,37,2011-02-17 09:48:00,12.75,10024,EIRE,customer_10024@example.com,
540380,82482,WOODEN PICTURE FRAME WHITE FINISH,23,2011-02-17 09:48:00,2.81,10024,EIRE,customer_10024@example.com,
540380,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,17,2011-02-17 09:48:00,0.3,10024,EIRE,customer_10024@example.com,
540380,21212,PACK OF 72 RETROSPOT CAKE CASES,23,2011-02-17 09:48:00,0.61,10024,EIRE,customer_10024@example.com,15
540380,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2011-02-17 09:48:00,2.18,10024,EIRE,customer_10024@example.com,
540441,22197,POPCORN HOLDER,9,2011-02-17 11:21:00,0.89,10032,United Kingdom,customer_10032@example.com,2
540441,22699,ROSES REGENCY TEACUP AND SAUCER,12,2011-02-17 11:21:00,2.66,10032,United Kingdom,customer_10032@example.com,
540491,22666,RECIPE BOX PANTRY DESIGN,5,2011-02-17 13:43:00,3.25,10040,United Kingdom,customer_10040@example.com,
540491,22697,GREEN REGENCY TEACUP AND SAUCER,4,2011-02-17 13:43:00,3.1,10040,United Kingdom,customer_10040@example.com,
540491,22178,VICTORIAN GLASS HANGING T-LIGHT,3,2011-02-17 13:43:00,1.19,10040,United Kingdom,customer_10040@example.com,-4
540631,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,10,2011-02-17 13:45:00,0.26,10068,United Kingdom,customer_10068@example.com,
540631,22178,VICTORIAN GLASS HANGING T-LIGHT,11,2011-02-17 13:45:00,1.31,10068,United Kingdom,customer_10068@example.com,-4
540373,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-02-17 15:37:00,2.81,10023,United Kingdom,customer_10023@example.com,25
540373,22138,BAKING SET 9 PIECE RETROSPOT,11,2011-02-17 15:37:00,4.46,10023,United Kingdom,customer_10023@example.com,90
540367,21212,PACK OF 72 RETROSPOT CAKE CASES,36,2011-02-17 17:30:00,0.61,10022,United Kingdom,customer_10022@example.com,15
540367,21931,JUMBO STORAGE BAG SUKI,25,2011-02-17 17:30:00,2.08,10022,United Kingdom,customer_10022@example.com,
540610,22178,VICTORIAN GLASS HANGING T-LIGHT,4,2011-02-18 10:01:00,1.12,10065,United Kingdom,customer_10065@example.com,-4
540610,22961,JAM MAKING SET PRINTED,1,2011-02-18 10:01:00,1.3,10065,United Kingdom,customer_10065@example.com,-4
540608,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,12,2011-02-18 11:52:00,1.98,10064,United Kingdom,customer_10064@example.com,
540608,22722,SET OF 6 SPICE TINS PANTRY DESIGN,6,2011-02-18 11:52:00,4.35,10064,United Kingdom,customer_10064@example.com,45
540688,22960,JAM MAKING SET WITH JARS,2,2011-02-18 12:10:00,4.04,10091,Germany,customer_10091@example.com,15
540688,22178,VICTORIAN GLASS HANGING T-LIGHT,11,2011-02-18 12:10:00,1.25,10091,Germany,customer_10091@example.com,-4
540522,22698,PINK REGENCY TEACUP AND SAUCER,4,2011-02-18 12:42:00,2.8,10045,United Kingdom,customer_10045@example.com,
540522,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2011-02-18 12:42:00,3.25,10045,United Kingdom,customer_10045@example.com,
540668,22960,JAM MAKING SET WITH JARS,4,2011-02-18 13:18:00,4.68,10079,United Kingdom,customer_10079@example.com,15
540668,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,4,2011-02-18 13:18:00,0.3,10079,United Kingdom,customer_10079@example.com,
540668,22197,POPCORN HOLDER,12,2011-02-18 13:18:00,0.85,10079,United Kingdom,customer_10079@example.com,2
540431,22386,JUMBO BAG PINK POLKADOT,26,2011-02-18 13:49:00,1.98,10030,United Kingdom,customer_10030@example.com,
540431,22720,SET OF 3 CAKE TINS PANTRY DESIGN,13,2011-02-18 13:49:00,4.46,10030,United Kingdom,customer_10030@example.com,
540431,21754,HOME BUILDING BLOCK WORD,28,2011-02-18 13:49:00,5.95,10030,United Kingdom,customer_10030@example.com,
540431,22699,ROSES REGENCY TEACUP AND SAUCER,33,2011-02-18 13:49:00,3.1,10030,United Kingdom,customer_10030@example.com,
540212,22086,PAPER CHAIN KIT 50'S CHRISTMAS,19,2011-02-18 14:55:00,2.8,10012,United Kingdom,customer_10012@example.com,
540212,22197,POPCORN HOLDER,16,2011-02-18 14:55:00,0.94,10012,United Kingdom,customer_10012@example.com,2
540212,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,44,2011-02-18 14:55:00,2.08,10012,United Kingdom,customer_10012@example.com,
540212,47566,PARTY BUNTING,40,2011-02-18 14:55:00,4.95,10012,United Kingdom,customer_10012@example.com,
540212,22961,JAM MAKING SET PRINTED,42,2011-02-18 14:55:00,1.3,10012,United Kingdom,customer_10012@example.com,-4
540492,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,2011-02-18 15:11:00,4.46,10040,United Kingdom,customer_10040@example.com,
540492,22699,ROSES REGENCY TEACUP AND SAUCER,1,2011-02-18 15:11:00,3.1,10040,United Kingdom,customer_10040@example.com,
540492,21754,HOME BUILDING BLOCK WORD,8,2011-02-18 15:11:00,5.95,10040,United Kingdom,customer_10040@example.com,
540392,82482,WOODEN PICTURE FRAME WHITE FINISH,32,2011-02-18 15:17:00,2.68,10025,United Kingdom,customer_10025@example.com,
540392,21212,PACK OF 72 RETROSPOT CAKE CASES,17,2011-02-18 15:17:00,0.52,10025,United Kingdom,customer_10025@example.com,15
540392,22698,PINK REGENCY TEACUP AND SAUCER,14,2011-02-18 15:17:00,2.66,10025,United Kingdom,customer_10025@example.com,
540392,22178,VICTORIAN GLASS HANGING T-LIGHT,39,2011-02-18 15:17:00,1.38,10025,United Kingdom,customer_10025@example.com,-4
540279,22138,BAKING SET 9 PIECE RETROSPOT,10,2011-02-18 15:47:00,4.7,10015,United Kingdom,customer_10015@example.com,90
540279,82482,WOODEN PICTURE FRAME WHITE FINISH,38,2011-02-18 15:47:00,2.55,10015,United Kingdom,customer_10015@example.com,
540279,22178,VICTORIAN GLASS HANGING T-LIGHT,38,2011-02-18 15:47:00,1.12,10015,United Kingdom,customer_10015@example.com,-4
540279,21212,PACK OF 72 RETROSPOT CAKE CASES,14,2011-02-18 15:47:00,0.58,10015,United Kingdom,customer_10015@example.com,15
540235,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2011-02-18 15:58:00,1.52,10013,United Kingdom,customer_10013@example.com,90
540235,21733,RED HANGING HEART T-LIGHT HOLDER,38,2011-02-18 15:58:00,2.66,10013,United Kingdom,customer_10013@example.com,90
540235,20728,LUNCH BAG CARS BLUE,29,2011-02-18 15:58:00,1.81,10013,United Kingdom,customer_10013@example.com,15
540375,22138,BAKING SET 9 PIECE RETROSPOT,30,2011-02-18 17:18:00,5.2,10023,United Kingdom,customer_10023@example.com,90
540705,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,8,2011-02-18 17:18:00,0.3,10097,France,customer_10097@example.com,
540375,20725,LUNCH BAG RED RETROSPOT,40,2011-02-18 17:18:00,1.65,10023,United Kingdom,customer_10023@example.com,90
540375,21034,REX CASH+CARRY JUMBO SHOPPER,22,2011-02-18 17:18:00,1.04,10023,United Kingdom,customer_10023@example.com,
540374,21212,PACK OF 72 RETROSPOT CAKE CASES,35,2011-02-18 17:58:00,0.52,10023,United Kingdom,customer_10023@example.com,15
540374,20728,LUNCH BAG CARS BLUE,22,2011-02-18 17:58:00,1.48,10023,United Kingdom,customer_10023@example.com,15
540374,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,12,2011-02-18 17:58:00,2.29,10023,United Kingdom,customer_10023@example.com,
540374,21733,RED HANGING HEART T-LIGHT HOLDER,42,2011-02-18 17:58:00,3.1,10023,United Kingdom,customer_10023@example.com,90
540374,20727,LUNCH BAG BLACK SKULL.,32,2011-02-18 17:58:00,1.57,10023,United Kingdom,customer_10023@example.com,15
540545,22386,JUMBO BAG PINK POLKADOT,10,2011-02-19 10:29:00,2.29,10049,United Kingdom,customer_10049@example.com,
540545,21733,RED HANGING HEART T-LIGHT HOLDER,8,2011-02-19 10:29:00,2.66,10049,United Kingdom,customer_10049@example.com,90
540545,47566,PARTY BUNTING,2,2011-02-19 10:29:00,4.46,10049,United Kingdom,customer_10049@example.com,
540468,20728,LUNCH BAG CARS BLUE,4,2011-02-19 11:07:00,1.81,10036,United Kingdom,customer_10036@example.com,15
540468,82482,WOODEN PICTURE FRAME WHITE FINISH,7,2011-02-19 11:07:00,2.81,10036,United Kingdom,customer_10036@example.com,
540468,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2011-02-19 11:07:00,4.7,10036,United Kingdom,customer_10036@example.com,
540420,22698,PINK REGENCY TEACUP AND SAUCER,46,2011-02-19 12:36:00,2.66,10029,Germany,customer_10029@example.com,
540420,21931,JUMBO STORAGE BAG SUKI,32,2011-02-19 12:36:00,2.29,10029,Germany,customer_10029@example.com,
540376,22699,ROSES REGENCY TEACUP AND SAUCER,22,2011-02-19 12:48:00,2.66,10023,United Kingdom,customer_10023@example.com,
540376,22666,RECIPE BOX PANTRY DESIGN,36,2011-02-19 12:48:00,2.66,10023,United Kingdom,customer_10023@example.com,
540376,22178,VICTORIAN GLASS HANGING T-LIGHT,43,2011-02-19 12:48:00,1.31,10023,United Kingdom,customer_10023@example.com,-4
540350,21931,JUMBO STORAGE BAG SUKI,40,2011-02-19 12:58:00,2.08,10021,United Kingdom,customer_10021@example.com,
540213,82482,WOODEN PICTURE FRAME WHITE FINISH,9,2011-02-19 13:18:00,2.68,10012,United Kingdom,customer_10012@example.com,
540213,22722,SET OF 6 SPICE TINS PANTRY DESIGN,14,2011-02-19 13:18:00,3.75,10012,United Kingdom,customer_10012@example.com,45
540213,22699,ROSES REGENCY TEACUP AND SAUCER,15,2011-02-19 13:18:00,2.8,10012,United Kingdom,customer_10012@example.com,
540213,20728,LUNCH BAG CARS BLUE,14,2011-02-19 13:18:00,1.48,10012,United Kingdom,customer_10012@example.com,15
540213,22138,BAKING SET 9 PIECE RETROSPOT,47,2011-02-19 13:18:00,4.95,10012,United Kingdom,customer_10012@example.com,90
540076,22960,JAM MAKING SET WITH JARS,13,2011-02-19 13:39:00,3.83,10005,United Kingdom,customer_10005@example.com,15
540076,22720,SET OF 3 CAKE TINS PANTRY DESIGN,33,2011-02-19 13:39:00,5.45,10005,United Kingdom,customer_10005@example.com,
540076,21931,JUMBO STORAGE BAG SUKI,24,2011-02-19 13:39:00,2.29,10005,United Kingdom,customer_10005@example.com,
540076,22697,GREEN REGENCY TEACUP AND SAUCER,38,2011-02-19 13:39:00,3.1,10005,United Kingdom,customer_10005@example.com,
540076,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,19,2011-02-19 13:39:00,2.29,10005,United Kingdom,customer_10005@example.com,
540482,22178,VICTORIAN GLASS HANGING T-LIGHT,4,2011-02-19 13:49:00,1.19,10038,United Kingdom,customer_10038@example.com,-4
540482,22197,POPCORN HOLDER,9,2011-02-19 13:49:00,0.77,10038,United Kingdom,customer_10038@example.com,2
540689,22699,ROSES REGENCY TEACUP AND SAUCER,11,2011-02-19 15:47:00,2.95,10091,Germany,customer_10091@example.com,
540689,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,2011-02-19 15:47:00,4.35,10091,Germany,customer_10091@example.com,45
540626,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-02-19 16:14:00,2.68,10067,United Kingdom,customer_10067@example.com,25
540626,20725,LUNCH BAG RED RETROSPOT,3,2011-02-19 16:14:00,1.48,10067,United Kingdom,customer_10067@example.com,90
540626,22197,POPCORN HOLDER,2,2011-02-19 16:14:00,0.77,10067,United Kingdom,customer_10067@example.com,2
540280,47566,PARTY BUNTING,8,2011-02-19 17:56:00,4.7,10015,United Kingdom,customer_10015@example.com,
540280,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-02-19 17:56:00,2.42,10015,United Kingdom,customer_10015@example.com,25
540280,21733,RED HANGING HEART T-LIGHT HOLDER,29,2011-02-19 17:56:00,2.95,10015,United Kingdom,customer_10015@example.com,90
540280,85099B,JUMBO BAG RED RETROSPOT,9,2011-02-19 17:56:00,2.18,10015,United Kingdom,customer_10015@example.com,
540280,22722,SET OF 6 SPICE TINS PANTRY DESIGN,18,2011-02-19 17:56:00,3.95,10015,United Kingdom,customer_10015@example.com,45
540455,22178,VICTORIAN GLASS HANGING T-LIGHT,8,2011-02-20 09:35:00,1.25,10034,United Kingdom,customer_10034@example.com,-4
540455,22138,BAKING SET 9 PIECE RETROSPOT,4,2011-02-20 09:35:00,4.46,10034,United Kingdom,customer_10034@example.com,90
540652,22178,VICTORIAN GLASS HANGING T-LIGHT,10,2011-02-20 10:33:00,1.19,10071,United Kingdom,customer_10071@example.com,-4
540652,22386,JUMBO BAG PINK POLKADOT,2,2011-02-20 10:33:00,2.18,10071,United Kingdom,customer_10071@example.com,
540652,21733,RED HANGING HEART T-LIGHT HOLDER,5,2011-02-20 10:33:00,3.25,10071,United Kingdom,customer_10071@example.com,90
540680,22423,REGENCY CAKESTAND 3 TIER,12,2011-02-20 10:57:00,12.75,10085,EIRE,customer_10085@example.com,
540680,22666,RECIPE BOX PANTRY DESIGN,8,2011-02-20 10:57:00,3.25,10085,EIRE,customer_10085@example.com,
